0.26498154,131.67447,36.599594,-4.637841,-3.69867,-3.6162586,-2.995887,-1.188395,-0.059431516,-0.60904104,1.0556675,0.93831563,0.57502323,0.93222594,0.75573975,-1.7775116,-0.07235994
55.3036,4.833058,29.444708,0.81905955,-7.636157,-0.22254665,-2.7668645,0.016430039,1.1583124,-4.410173,1.4831101,-0.3562488,0.59890413,2.5171905,-0.4374354
111.8258,75.06424,21.862257,-1.5347583,-0.22466016,-0.15374608,0.21425436,-1.2436221,-0.5047389,-0.1749589,-0.40494928
62.638683,64.04073,23.00886,0.6508848,-0.824554,0.13219744,-0.11447025,-0.11243256,0.2031827,-0.2582624,-0.09778815
75.63059,118.84133,22.063236,-1.8333677,-4.1088233,0.19007576,0.99280953,0.15258586,1.0819632,-1.5682336,0.16416611
102.17643,-6.761608,28.90026,-0.118282035,-0.3881225,0.60730946,-1.4442399,0.34225145,-4.9759936,0.074459635,-2.6474335,0.37034282,0.020342866
111.89825,120.7795,18.223797,1.9103729,-3.9007356,-1.220363,1.88991,-0.53176814,-1.4301182
21.02868,66.62535,18.76084,-0.46552986,-1.3898479,-0.13874197,1.1514353,-0.8610765,-0.026137603
134.80429,31.45362,26.295073,5.3868537,0.20214394,-2.3277826,-1.2868971,-0.113885775,-1.0131497,-0.7622638,0.39386246,-0.0760671,-0.052460294
19.194418,25.125937,17.71407,-0.81199765,-0.96979135,-0.27119058,-0.6528762,1.391845,-0.20405346
92.93625,34.75518,14.64316,0.5658937,0.30300868,1.6405553,0.6954855
42.14951,124.911705,8.299048,-1.9447858,1.0445247
40.202644,99.080956,13.139227,-0.0935812,-0.31040972,-1.1627083,0.11379689
-11.732909,44.798065,21.355536,-4.4738135,-0.38858813,1.3831578,-0.0022725016,-0.14171685,0.271825,0.22209755,0.040953554
97.148346,102.0947,3.5040603
24.475075,-6.4657245,7.2403483,1.8113872,-1.3020893
83.0155,87.691475,3.2861197
38.53642,40.632244,6.0045147,1.1730281,1.2784212
8.078695,1.4092596,2.3070605
-5.378691,83.70217,5.6144876,-1.0860093,2.1191359
88.91923,94.5722,4.1967707
89.62793,56.688683,3.0883274
128.07562,97.161064,2.1126935
0.5285245,3.9945476,2.4226463
72.82312,37.548035,3.307169
58.46807,92.924866,2.3265123
14.736787,0.69860756,2.4801881
47.885925,115.17442,2.0
51.515762,126.19659,2.9261484
108.75397,23.364815,3.8472352
38.565765,80.57258,2.7163644
109.348,48.16487,2.7574935
10.649995,45.861412,3.3413107
33.38414,115.59548,2.015738
80.86961,18.867283,2.5508645
29.622387,130.51062,2.3970437
5.372037,88.13126,3.7089734
25.871695,93.94905,4.530073,-3.1796415,-1.2001723
-2.616827,78.82809,2.2569723
105.727844,96.97507,3.087934
30.495996,6.205954,2.0
94.14115,110.13654,2.5794334
38.507053,52.255657,4.4676504
73.91801,89.58936,3.9332864
-2.7967465,62.82416,2.790032
93.57678,126.86137,2.063775
84.8306,78.533485,3.728626
47.916462,38.290005,3.0224352
29.822884,44.9701,4.2607403
121.40595,94.32673,2.0243664
126.02312,4.6143155,2.515925
37.986217,30.162552,3.1251445
31.363419,113.409546,4.6428256
65.806725,91.33691,3.4286938
24.64191,1.3019701,2.8139405
-2.6452372,10.205215,2.2658682
125.33574,57.25347,11.106522,12.247043,0.61530477,-10.909972,-5.3708224
44.839714,113.01805,2.978401
-13.091053,68.65608,10.665251,-0.013771042,0.46267456,5.456184,1.3171763
50.669052,116.99006,2.180506
11.953357,89.830246,3.3635607
66.66056,37.538353,3.2159362
115.772316,48.926197,3.851369
55.75499,99.73011,3.2938924
52.707794,88.21184,3.2762637
122.16462,97.64246,4.9182763
38.693424,75.23201,2.4148602
88.56884,62.647648,3.3407314
88.623795,19.261341,3.5535212
95.03008,92.478714,2.4548106
95.37359,54.3199,3.357689
44.419765,82.13036,3.2821224
75.69787,31.791649,3.2836573
113.62036,17.165022,2.1714108
111.13668,99.33943,2.8553805
-2.4992247,31.484144,2.2300553
51.59914,109.16773,3.1950479
28.332623,1.971966,5.7119823,-0.62775713,-2.6551285
86.13101,51.895847,3.1013908
5.341046,5.9261684,3.8959723
77.10878,41.96719,3.2207484
81.90167,13.752512,3.8314438
95.47047,120.525375,3.406891
109.87671,30.419733,3.4310832
16.992191,45.710155,3.2290783
58.04147,38.890884,2.7603025
119.74537,94.61295,4.304979,2.2139387,3.2680657
101.83386,21.908394,3.334247
7.826822,51.45228,2.9961514
92.498566,105.58353,7.8200946,4.5691323,-2.493223
1.2700102,92.5314,2.5619128
32.43072,11.113328,3.1855783
88.83871,86.83418,2.914627
86.270706,-11.937724,43.58336,1.6328714,4.1127343,-2.9316506,0.36892107,0.8117427,-1.2213907,0.10456297,-0.41701728,-16.44141,3.9463851,-0.40918306,-2.322891,0.27098137,-0.42163473,-0.9361458,0.7388377
81.06929,22.717237,3.6162755
111.12821,41.968307,3.4904635
-4.9629874,76.701126,17.72819,-10.489471,1.1978496,1.2454965,0.1947516,1.8406895,1.0526848
7.938985,40.53803,2.9639947
104.40913,50.423737,3.0184798
86.22716,68.90408,2.0
